"star_id","const_id"
21273,"chinese-231"
21273,"korean-142"
21281,"chinese-113"
21281,"western-Dor"
21297,"korean-144"
21393,"arabic-025"
21393,"chinese-252"
21393,"egyptian-005"
21393,"korean-129"
21393,"western-Eri"
21402,"chinese-231"
21402,"korean-142"
21421,"arabic-042"
21421,"arabic_moon_stations-004"
21421,"belarusian-007"
21421,"boorong-Gel"
21421,"chinese-001"
21421,"egyptian-022"
21421,"indian-N04"
21421,"inuit-003"
21421,"japanese_moon_stations-19"
21421,"korean-141"
21421,"macedonian-011"
21421,"maori-005"
21421,"maori-006"
21421,"norse-002"
21421,"ojibwe-002"
21421,"romanian-Tau"
21421,"romanian-Vri"
21421,"sardinian-001"
21421,"tongan-004"
21421,"tukano-007"
21421,"tupi-002"
21421,"tupi-007"
21421,"western-Tau"
21444,"arabic-025"
21444,"chinese-119"
21444,"korean-144"
21444,"western-Eri"
21476,"boorong-Pur"
21476,"korean-121"
21515,"chinese-118"
21517,"macedonian-011"
21547,"korean-144"
21589,"chinese-231"
21589,"korean-142"
21594,"western-Eri"
21670,"korean-142"
21683,"chinese-001"
21683,"chinese-294"
21683,"korean-141"
21735,"chinese-231"
21763,"chinese-118"
21763,"korean-143"
21770,"western-Cae"
21861,"western-Cae"
21881,"arabic-042"
21881,"chinese-307"
21881,"korean-126"
21881,"western-Tau"
21928,"boorong-Pur"
21949,"western-Men"
21986,"chinese-119"
22024,"chinese-119"
22024,"korean-144"
22028,"korean-143"
22086,"korean-143"
22109,"arabic-025"
22109,"chinese-118"
22109,"korean-144"
22109,"western-Eri"
22176,"macedonian-011"
22263,"chinese-118"
22263,"korean-143"
22325,"korean-143"
22449,"arabic-034"
22449,"chinese-046"
22449,"egyptian-005"
22449,"korean-138"
22449,"navajo-008"
22449,"tupi-002"
22449,"western-Ori"
22453,"korean-121"
22479,"chinese-118"
22479,"korean-143"
22509,"arabic-034"
22509,"chinese-046"
22509,"korean-138"
22509,"tupi-002"
22509,"western-Ori"
22549,"arabic-034"
22549,"chinese-046"
22549,"egyptian-005"
22549,"korean-138"
22549,"navajo-008"
22549,"tupi-002"
22549,"western-Ori"
22565,"chinese-219"
22667,"chinese-046"
22678,"korean-121"
22701,"arabic-025"
22701,"boorong-Cwp"
22701,"chinese-118"
22701,"korean-144"
22701,"western-Eri"
22797,"arabic-034"
22797,"western-Ori"
22783,"chinese-032"
22783,"korean-215"
22783,"western-Cam"
22797,"chinese-046"
22797,"egyptian-005"
22797,"korean-138"
22797,"navajo-008"
22797,"tupi-002"
22833,"chinese-046"
22833,"korean-138"
22834,"kamilaroi-Ald"
22845,"arabic-034"
22845,"chinese-046"
22845,"korean-138"
22845,"tupi-002"
22845,"western-Ori"
22881,"korean-143"
22957,"chinese-046"
22957,"korean-138"
22957,"navajo-008"
23015,"arabic-006"
23015,"chinese-266"
23015,"hawaiian_starlines-KOM"
23015,"korean-130"
23015,"norse-006"
23015,"sami-001"
23015,"sardinian-005"
23015,"western-Aur"
23040,"chinese-035"
23040,"korean-215"
23068,"chinese-307"
23088,"korean-136"
23123,"arabic-034"
23123,"chinese-046"
23123,"korean-138"
23123,"western-Ori"
23166,"korean-143"
23221,"chinese-118"
23231,"chinese-118"
23265,"chinese-142"
23364,"boorong-Cwp"
23364,"chinese-291"
23364,"korean-152"
23416,"boorong-Pur"
23416,"chinese-308"
23416,"korean-132"
23416,"romanian-C3i"
23453,"arabic-006"
23453,"boorong-Pur"
23453,"chinese-308"
23453,"korean-132"
23453,"norse-006"
23453,"romanian-C3i"
23453,"sardinian-005"
23453,"western-Aur"
23474,"chinese-118"
23497,"chinese-219"
23497,"korean-146"
23522,"korean-215"
23607,"korean-138"
23607,"tupi-002"
23685,"arabic-030"
23685,"chinese-164"
23685,"egyptian-005"
23685,"korean-153"
23685,"western-Lep"
23734,"chinese-035"
23767,"boorong-Pur"
23767,"chinese-308"
23767,"korean-132"
23767,"romanian-C3i"
23767,"sami-001"
23783,"chinese-035"
23783,"korean-215"
23875,"arabic-025"
23875,"chinese-291"
23875,"dakota-002"
23875,"egyptian-005"
23875,"korean-152"
23875,"tupi-002"
23875,"western-Eri"
23900,"chinese-307"
23900,"korean-136"
23949,"chinese-219"
23972,"boorong-Cwp"
23972,"chinese-291"
23972,"korean-152"
23972,"western-Eri"
24010,"tupi-002"
24109,"macedonian-009"
24197,"tupi-002"
24244,"arabic-030"
24244,"boorong-Cwp"
24244,"chinese-123"
24244,"egyptian-005"
24244,"korean-151"
24244,"macedonian-005"
24244,"western-Lep"
24294,"dakota-002"
24305,"arabic-030"
24305,"boorong-Cwp"
24305,"chinese-164"
24305,"egyptian-005"
24305,"korean-153"
24305,"western-Lep"
24327,"arabic-030"
24327,"boorong-Cwp"
24327,"chinese-123"
24327,"egyptian-005"
24327,"korean-151"
24327,"macedonian-005"
24327,"western-Lep"
24340,"chinese-224"
24340,"korean-131"
24348,"chinese-035"
24372,"boorong-Ktc"
24372,"chinese-109"
24436,"arabic-034"
24436,"belarusian-017"
24436,"boorong-Cwp"
24436,"chinese-003"
24436,"dakota-002"
24436,"dakota-012"
24436,"egyptian-005"
24436,"hawaiian_starlines-KHK"
24436,"japanese_moon_stations-21"
24436,"korean-149"
24436,"macedonian-005"
24436,"navajo-008"
24436,"ojibwe-002"
24436,"romanian-Rar"
24436,"romanian-Sfm"
24436,"sardinian-004"
24436,"tupi-002"
24436,"western-Ori"
24504,"chinese-224"
24504,"korean-135"
24504,"macedonian-014"
24575,"korean-135"
24608,"arabic-006"
24608,"belarusian-006"
24608,"boorong-Pur"
24608,"chinese-266"
24608,"dakota-012"
24608,"hawaiian_starlines-KOM"
24608,"inuit-004"
24608,"korean-130"
24608,"norse-006"
24608,"romanian-C3i"
24608,"sami-001"
24608,"sardinian-005"
24608,"western-Aur"
24674,"chinese-291"
24674,"korean-152"
24674,"romanian-Sec"
24727,"korean-135"
24799,"korean-135"
24813,"boorong-Pur"
24813,"chinese-273"
24813,"korean-131"
24822,"chinese-219"
24822,"korean-146"
24845,"arabic-030"
24845,"chinese-123"
24845,"korean-151"
24845,"macedonian-005"
24845,"western-Lep"
24873,"arabic-030"
24873,"chinese-123"
24873,"korean-151"
24873,"macedonian-005"
24873,"western-Lep"
24879,"chinese-224"
24879,"korean-135"
24902,"boorong-Pur"
24951,"macedonian-009"
25048,"chinese-273"
25048,"korean-131"
25110,"chinese-142"
25110,"korean-247"
25110,"western-Cam"
25143,"boorong-Pur"
25197,"korean-215"
25247,"dakota-002"
25247,"egyptian-005"
25247,"macedonian-005"
25247,"romanian-Sec"
25278,"korean-140"
25281,"dakota-002"
25281,"egyptian-005"
25281,"navajo-008"
25281,"tongan-007"
25291,"macedonian-014"
25292,"chinese-224"
25336,"arabic-034"
25336,"belarusian-017"
25336,"chinese-003"
25336,"hawaiian_starlines-KHK"
25336,"inuit-002"
25336,"japanese_moon_stations-21"
25336,"korean-149"
25336,"navajo-008"
25336,"ojibwe-002"
25336,"romanian-Rar"
25336,"sardinian-004"
25336,"tukano-008"
25336,"tupi-002"
25336,"western-Ori"
25353,"macedonian-005"
25428,"arabic-006"
25428,"arabic-042"
25428,"chinese-266"
25428,"hawaiian_starlines-KOM"
25428,"korean-130"
25428,"macedonian-014"
25428,"norse-006"
25428,"sami-001"
25428,"sardinian-005"
25428,"western-Aur"
25428,"western-Tau"
25492,"korean-134"
25492,"macedonian-014"
25539,"korean-146"
25541,"chinese-224"
25555,"korean-140"
25606,"arabic-030"
25606,"chinese-047"
25606,"egyptian-005"
25606,"korean-154"
25606,"western-Lep"
25695,"chinese-307"
25737,"boorong-Kul"
25737,"dakota-002"
25810,"chinese-273"
25816,"boorong-Pur"
25859,"chinese-298"
25859,"dakota-009"
25859,"egyptian-005"
25859,"korean-155"
25859,"romanian-Prb"
25859,"western-Col"
25918,"western-Men"
25923,"belarusian-012"
25923,"romanian-Sec"
25930,"arabic-034"
25930,"aztec-001"
25930,"belarusian-009"
25930,"belarusian-017"
25930,"boorong-Kul"
25930,"chinese-003"
25930,"dakota-002"
25930,"dakota-011"
25930,"egyptian-005"
25930,"hawaiian_starlines-KHK"
25930,"inuit-009"
25930,"japanese_moon_stations-21"
25930,"korean-149"
25930,"macedonian-004"
25930,"maori-003"
25930,"maori-006"
25930,"navajo-008"
25930,"norse-003"
25930,"ojibwe-002"
25930,"romanian-Rar"
25930,"romanian-Sfm"
25930,"romanian-Trf"
25930,"sami-003"
25930,"sardinian-004"
25930,"sardinian-011"
25930,"siberian-Kic"
25930,"tongan-003"
25930,"tongan-007"
25930,"tukano-008"
25930,"tupi-002"
25930,"tupi-005"
25930,"western-Ori"
25945,"korean-140"
25976,"boorong-Kul"
25980,"boorong-Kul"
25980,"dakota-002"
25984,"chinese-308"
25984,"korean-134"
25985,"arabic-030"
25985,"chinese-047"
25985,"egyptian-005"
25985,"korean-154"
25985,"western-Lep"
26020,"boorong-Kul"
26063,"boorong-Kul"
26063,"dakota-002"
26069,"boorong-Ktc"
26069,"chinese-113"
26069,"western-Dor"
26106,"boorong-Kul"
26117,"boorong-Kul"
26149,"boorong-Kul"
26173,"belarusian-012"
26174,"boorong-Kul"
26176,"arabic_moon_stations-005"
26176,"chinese-034"
26176,"indian-N05"
26176,"japanese_moon_stations-20"
26176,"korean-172"
26188,"boorong-Kul"
26199,"aztec-001"
26199,"navajo-008"
26199,"romanian-Sec"
26207,"arabic-034"
26207,"arabic_moon_stations-005"
26207,"belarusian-017"
26207,"chinese-034"
26207,"indian-N05"
26207,"japanese_moon_stations-20"
26207,"korean-172"
26207,"navajo-008"
26207,"ojibwe-002"
26207,"sardinian-004"
26207,"western-Ori"
26210,"boorong-Kul"
26213,"boorong-Kul"
26221,"aztec-001"
26221,"dakota-002"
26221,"korean-150"
26234,"egyptian-005"
26235,"chinese-069"
26235,"romanian-Sec"
26237,"aztec-001"
26237,"chinese-069"
26237,"korean-150"
26237,"romanian-Sec"
26237,"tongan-007"
26241,"chinese-069"
26241,"dakota-002"
26241,"korean-150"
26241,"siberian-Kic"
26241,"tongan-007"
26248,"korean-146"
26258,"tongan-007"
26263,"belarusian-012"
26263,"tongan-007"
26268,"dakota-002"
26268,"siberian-Kic"
26311,"arabic-034"
26311,"aztec-001"
26311,"belarusian-009"
26311,"chinese-003"
26311,"chinese-069"
26311,"dakota-002"
26311,"dakota-011"
26311,"egyptian-005"
26311,"hawaiian_starlines-KHK"
26311,"inuit-009"
26311,"japanese_moon_stations-21"
26311,"korean-149"
26311,"korean-150"
26311,"macedonian-003"
26311,"macedonian-004"
26311,"maori-003"
26311,"maori-006"
26311,"navajo-008"
26311,"norse-003"
26311,"ojibwe-002"
26311,"romanian-Rar"
26311,"romanian-Sfm"
26311,"romanian-Trf"
26311,"sami-003"
26311,"sardinian-011"
26311,"siberian-Kic"
26311,"tongan-003"
26311,"tongan-007"
26311,"tongan-008"
26311,"tukano-008"
26311,"tupi-002"
26311,"tupi-005"
26311,"western-Ori"
26319,"boorong-Kul"
26366,"arabic_moon_stations-005"
26366,"chinese-034"
26366,"indian-N05"
26366,"japanese_moon_stations-20"
26366,"korean-172"
26439,"boorong-Kul"
26439,"dakota-002"
26451,"arabic-042"
26451,"chinese-222"
26451,"korean-137"
26451,"western-Tau"
26508,"boorong-Kul"
26536,"chinese-308"
26536,"korean-134"
26549,"boorong-Kul"
26549,"dakota-002"
26549,"macedonian-003"
26549,"tongan-007"
26563,"belarusian-012"
26594,"boorong-Kul"
26594,"egyptian-005"
26594,"tukano-008"
26634,"chinese-298"
26634,"dakota-009"
26634,"korean-173"
26634,"romanian-Prb"
26634,"western-Col"
26640,"chinese-307"
26727,"arabic-034"
26727,"aztec-001"
26727,"belarusian-009"
26727,"belarusian-017"
26727,"boorong-Kul"
26727,"chinese-003"
26727,"dakota-002"
26727,"dakota-011"
26727,"egyptian-005"
26727,"hawaiian_starlines-KHK"
26727,"inuit-009"
26727,"japanese_moon_stations-21"
26727,"korean-149"
26727,"macedonian-003"
26727,"maori-003"
26727,"maori-006"
26727,"navajo-008"
26727,"norse-003"
26727,"ojibwe-002"
26727,"romanian-Rar"
26727,"romanian-Sfm"
26727,"romanian-Trf"
26727,"sami-003"
26727,"sardinian-004"
26727,"sardinian-011"
26727,"siberian-Kic"
26727,"tongan-003"
26727,"tongan-007"
26727,"tukano-008"
26727,"tupi-002"
26727,"tupi-005"
26727,"western-Ori"
26762,"boorong-Kul"
26777,"korean-140"
26795,"boorong-Kul"
26870,"boorong-Kul"
26885,"boorong-Kul"
26885,"tukano-008"
27072,"arabic-030"
27072,"chinese-047"
27072,"egyptian-005"
27072,"korean-154"
27072,"western-Lep"
27100,"chinese-113"
27100,"western-Dor"
27204,"chinese-188"
27249,"chinese-035"
27253,"boorong-Kul"
27288,"arabic-030"
27288,"western-Lep"
27321,"western-Pic"
27366,"arabic-034"
27366,"belarusian-017"
27366,"chinese-003"
27366,"egyptian-005"
27366,"hawaiian_starlines-KHK"
27366,"korean-149"
27366,"macedonian-005"
27366,"navajo-008"
27366,"ojibwe-002"
27366,"romanian-Rar"
27366,"sardinian-004"
27366,"tupi-002"
27366,"western-Ori"
27468,"korean-146"
27483,"chinese-308"
27483,"korean-133"
27530,"western-Pic"
27588,"boorong-Kul"
27628,"chinese-311"
27628,"dakota-009"
27628,"korean-173"
27628,"western-Col"
27639,"chinese-308"
27639,"korean-133"
27654,"arabic-030"
27654,"chinese-047"
27654,"korean-154"
27654,"western-Lep"
27673,"chinese-308"
27673,"korean-133"
27750,"boorong-Kul"
27766,"romanian-Prb"
27810,"chinese-311"
27830,"chinese-307"
27830,"korean-146"
27890,"western-Dor"
27913,"arabic-034"
27913,"chinese-195"
27913,"korean-147"
27913,"western-Ori"
27949,"chinese-035"
27971,"chinese-035"
27989,"arabic-034"
27989,"belarusian-017"
27989,"chinese-003"
27989,"dakota-011"
27989,"egyptian-005"
27989,"hawaiian_starlines-KHK"
27989,"indian-N06"
27989,"inuit-002"
27989,"japanese_moon_stations-21"
27989,"korean-149"
27989,"macedonian-013"
27989,"navajo-008"
27989,"ojibwe-002"
27989,"sardinian-004"
27989,"tukano-008"
27989,"tupi-002"
27989,"western-Ori"
28103,"arabic-030"
28103,"egyptian-005"
28103,"western-Lep"
28171,"navajo-008"
28199,"romanian-Prb"
28199,"western-Col"
28237,"chinese-195"
28237,"korean-146"
28328,"arabic-046"
28328,"western-Col"
28358,"chinese-035"
28358,"korean-215"
28360,"arabic-006"
28360,"chinese-266"
28360,"hawaiian_starlines-KOM"
28360,"inuit-004"
28360,"korean-130"
28360,"norse-006"
28360,"sardinian-005"
28360,"western-Aur"
28380,"arabic-006"
28380,"chinese-266"
28380,"hawaiian_starlines-KOM"
28380,"korean-130"
28380,"norse-006"
28380,"sardinian-005"
28380,"western-Aur"
28614,"arabic-034"
28614,"navajo-008"
28614,"western-Ori"
28686,"navajo-008"
28691,"arabic-034"
28691,"western-Ori"
28716,"chinese-195"
28716,"korean-147"
28734,"arabic-026"
28734,"belarusian-018"
28734,"chinese-195"
28734,"western-Gem"
28816,"korean-170"
28910,"arabic-030"
28910,"korean-170"
28910,"western-Lep"
29034,"chinese-201"
29038,"arabic-034"
29038,"chinese-191"
29038,"korean-162"
29038,"macedonian-013"
29038,"western-Ori"
29048,"korean-170"
29134,"chinese-113"
29138,"navajo-008"
29151,"western-Mon"
29426,"arabic-034"
29426,"chinese-191"
29426,"korean-162"
29426,"macedonian-013"
29426,"western-Ori"
29434,"chinese-191"
29434,"korean-162"
29508,"navajo-008"
29650,"korean-147"
29651,"egyptian-005"
29651,"korean-180"
29651,"western-Mon"
29655,"arabic-026"
29655,"belarusian-018"
29655,"chinese-010"
29655,"chinese-280"
29655,"korean-161"
29655,"western-Gem"
29696,"korean-146"
29704,"chinese-191"
29704,"korean-162"
29711,"kamilaroi-Bir"
29807,"chinese-201"
29807,"romanian-Prb"
29807,"western-Col"
29941,"korean-170"
29990,"boorong-War"
29997,"korean-215"
30060,"western-Lyn"
30104,"boorong-War"
30122,"arabic-009"
30122,"dakota-009"
30122,"korean-148"
30122,"romanian-Cma"
30122,"western-CMa"
30277,"korean-148"
30277,"western-Col"
30324,"arabic-009"
30324,"boorong-Wpl"
30324,"chinese-125"
30324,"egyptian-024"
30324,"hawaiian_starlines-KOM"
30324,"korean-169"
30324,"romanian-Cma"
30324,"western-CMa"
30343,"arabic-026"
30343,"aztec-003"
30343,"belarusian-018"
30343,"chinese-010"
30343,"dakota-003"
30343,"japanese_moon_stations-22"
30343,"korean-161"
30343,"romanian-Gem"
30343,"western-Gem"
30419,"chinese-199"
30419,"korean-164"
30419,"western-Mon"
30438,"arabic-046"
30438,"boorong-War"
30438,"chinese-133"
30438,"hawaiian_starlines-KOM"
30438,"korean-174"
30438,"western-Car"
30457,"korean-170"
30772,"korean-180"
30867,"egyptian-005"
30867,"korean-180"
30867,"western-Mon"
30883,"arabic-026"
30883,"aztec-003"
30883,"belarusian-018"
30883,"chinese-010"
30883,"japanese_moon_stations-22"
30883,"korean-161"
30883,"western-Gem"
31084,"korean-170"
31125,"chinese-125"
31216,"chinese-199"
31216,"korean-164"
31407,"boorong-War"
31416,"arabic-009"
31416,"western-CMa"
31592,"arabic-009"
31592,"boorong-Wpl"
31592,"chinese-282"
31592,"korean-170"
31592,"western-CMa"
31681,"arabic-026"
31681,"arabic_moon_stations-006"
31681,"aztec-003"
31681,"belarusian-018"
31681,"chinese-010"
31681,"dakota-003"
31681,"japanese_moon_stations-22"
31681,"korean-161"
31681,"romanian-Gem"
31681,"western-Gem"
31685,"arabic-046"
31685,"western-Car"
31685,"western-Pup"
31700,"chinese-125"
31771,"chinese-318"
31789,"chinese-318"
31827,"korean-170"
31832,"chinese-318"
31978,"korean-164"
32173,"chinese-318"
32246,"arabic-026"
32246,"aztec-003"
32246,"belarusian-018"
32246,"chinese-010"
32246,"dakota-003"
32246,"japanese_moon_stations-22"
32246,"korean-161"
32246,"romanian-Gem"
32246,"western-Gem"
32349,"arabic-009"
32349,"boorong-Wpl"
32349,"chinese-234"
32349,"dakota-011"
32349,"dakota-012"
32349,"egyptian-008"
32349,"egyptian-024"
32349,"hawaiian_starlines-KOM"
32349,"korean-168"
32349,"macedonian-007"
32349,"romanian-Cma"
32349,"western-CMa"
32362,"arabic-026"
32362,"arabic_moon_stations-006"
32362,"belarusian-018"
32362,"chinese-010"
32362,"dakota-003"
32362,"japanese_moon_stations-22"
32362,"korean-161"
32362,"western-Gem"
32402,"boorong-War"
32439,"chinese-142"
32480,"chinese-318"
32533,"chinese-199"
32562,"chinese-318"
32578,"chinese-172"
32607,"western-Pic"
32759,"arabic-009"
32759,"chinese-097"
32759,"dakota-009"
32759,"korean-171"
32759,"western-CMa"
32768,"arabic-046"
32768,"western-Pup"
32844,"chinese-318"
32883,"kamilaroi-Wam"
32921,"chinese-010"
32921,"japanese_moon_stations-22"
32921,"korean-161"
33018,"arabic-026"
33018,"belarusian-018"
33018,"chinese-269"
33018,"korean-159"
33018,"western-Gem"
33040,"boorong-Unu"
33041,"chinese-318"
33092,"chinese-125"
33104,"chinese-032"
33152,"boorong-Unu"
33152,"chinese-125"
33160,"arabic-009"
33160,"egyptian-008"
33160,"western-CMa"
33152,"arabic-009"
33152,"western-CMa"
33202,"korean-164"
33248,"chinese-125"
33347,"arabic-009"
33347,"boorong-Wpl"
33347,"western-CMa"
33449,"korean-215"
33449,"western-Lyn"
33478,"boorong-Unu"
33485,"chinese-318"
33492,"boorong-Unu"
33532,"boorong-Unu"
33575,"boorong-Unu"
33579,"arabic-009"
33579,"chinese-097"
33579,"dakota-009"
33579,"egyptian-024"
33579,"korean-171"
33579,"romanian-Cma"
33579,"western-CMa"
33611,"boorong-Unu"
33682,"boorong-Ktc"
33694,"chinese-142"
33694,"korean-247"
33760,"boorong-Unu"
33804,"boorong-Unu"
33817,"boorong-Unu"
33856,"arabic-009"
33856,"boorong-Unu"
33856,"romanian-Cma"
33856,"western-CMa"
33927,"chinese-256"
33977,"arabic-009"
33977,"western-CMa"
34033,"chinese-199"
34041,"boorong-Unu"
34045,"arabic-009"
34045,"boorong-Wpl"
34045,"egyptian-008"
34045,"western-CMa"
34088,"arabic-026"
34088,"aztec-003"
34088,"belarusian-018"
34088,"chinese-010"
34088,"japanese_moon_stations-22"
34088,"korean-161"
34088,"romanian-Gem"
34088,"western-Gem"
34318,"boorong-Unu"
34331,"boorong-Unu"
34444,"arabic-009"
34444,"chinese-097"
34444,"dakota-009"
34444,"egyptian-024"
34444,"korean-167"
34444,"western-CMa"
34481,"boorong-Ktc"
34481,"chinese-071"
34481,"western-Vol"
34579,"boorong-Unu"
34624,"boorong-Unu"
34693,"arabic-026"
34693,"aztec-003"
34693,"belarusian-018"
34693,"chinese-269"
34693,"korean-159"
34693,"western-Gem"
34724,"chinese-172"
34769,"korean-166"
34769,"western-Mon"
34798,"boorong-Unu"
34814,"boorong-Unu"
34924,"boorong-Unu"
34981,"boorong-Unu"
35037,"arabic-009"
35037,"boorong-Unu"
35037,"western-CMa"
35044,"boorong-Unu"
35228,"boorong-Ktc"
35228,"chinese-071"
35228,"western-Vol"
35264,"arabic-046"
35264,"chinese-097"
35264,"korean-167"
35264,"western-Pup"
35350,"arabic-026"
35350,"belarusian-018"
35350,"chinese-010"
35350,"dakota-003"
35350,"japanese_moon_stations-22"
35350,"korean-161"
35350,"western-Gem"
35550,"arabic-026"
35550,"belarusian-018"
35550,"chinese-256"
35550,"korean-160"
35550,"romanian-Gem"
35550,"western-Gem"
35710,"chinese-115"
35846,"chinese-256"
35904,"arabic-009"
35904,"chinese-097"
35904,"dakota-009"
35904,"korean-167"
35904,"romanian-Cma"
35904,"western-CMa"
35941,"boorong-Wjl"
36041,"chinese-149"
36046,"arabic-026"
36046,"belarusian-018"
36046,"chinese-269"
36046,"korean-159"
36046,"western-Gem"
36145,"korean-157"
36145,"western-Lyn"
36188,"arabic-010"
36188,"chinese-149"
36188,"korean-165"
36188,"romanian-Ctl"
36188,"western-CMi"
36284,"korean-165"
36366,"boorong-Yur"
36366,"chinese-040"
36366,"korean-158"
36377,"korean-167"
36377,"western-Pup"
36393,"boorong-Wjl"
36425,"chinese-193"
36547,"chinese-142"
36760,"korean-160"
36850,"arabic-026"
36850,"arabic_moon_stations-007"
36850,"aztec-003"
36850,"belarusian-008"
36850,"belarusian-018"
36850,"boorong-Yur"
36850,"chinese-040"
36850,"dakota-003"
36850,"dakota-012"
36850,"egyptian-019"
36850,"hawaiian_starlines-KOM"
36850,"indian-N07"
36850,"inuit-004"
36850,"korean-158"
36850,"romanian-Gem"
36850,"sami-010"
36850,"tongan-002"
36850,"western-Gem"
36896,"boorong-Yur"
36962,"arabic-026"
36962,"aztec-003"
36962,"belarusian-018"
36962,"boorong-Wjl"
36962,"chinese-269"
36962,"korean-159"
36962,"western-Gem"
36982,"chinese-275"
37004,"arabic-046"
37204,"boorong-Yur"
37229,"chinese-097"
37229,"dakota-009"
37265,"boorong-Yur"
37265,"korean-156"
37279,"arabic-010"
37279,"chinese-149"
37279,"dakota-012"
37279,"hawaiian_starlines-KOM"
37279,"korean-165"
37279,"macedonian-007"
37279,"ojibwe-002"
37279,"romanian-Ctl"
37279,"sami-009"
37279,"western-CMi"
37331,"boorong-Ktc"
37447,"korean-179"
37447,"western-Mon"
37469,"arabic-046"
37504,"chinese-071"
37504,"western-Vol"
37580,"boorong-Yur"
37629,"boorong-Wjl"
37740,"arabic-026"
37740,"belarusian-018"
37740,"boorong-Wjl"
37740,"chinese-107"
37740,"dakota-003"
37740,"korean-159"
37740,"western-Gem"
37773,"kamilaroi-Wad"
37819,"chinese-097"
37819,"korean-167"
37826,"arabic-026"
37826,"arabic_moon_stations-007"
37826,"aztec-003"
37826,"belarusian-008"
37826,"belarusian-018"
37826,"chinese-040"
37826,"dakota-003"
37826,"dakota-012"
37826,"egyptian-019"
37826,"hawaiian_starlines-KOM"
37826,"indian-N07"
37826,"inuit-004"
37826,"korean-158"
37826,"romanian-Gem"
37826,"sami-010"
37826,"tongan-002"
37826,"western-Gem"
37901,"korean-179"
37908,"korean-160"
37921,"chinese-193"
38016,"boorong-Yur"
38070,"chinese-097"
38146,"western-Pup"
38170,"arabic-046"
38170,"dakota-009"
38170,"korean-167"
38319,"boorong-Yur"
38474,"korean-179"
38538,"boorong-Wjl"
38538,"chinese-269"
38827,"arabic-046"
38835,"dakota-009"
38901,"chinese-097"
38901,"korean-167"
39079,"korean-179"
39311,"korean-166"
39429,"arabic-046"
39429,"egyptian-009"
39429,"korean-187"
39429,"western-Car"
39429,"western-Pup"
39538,"chinese-142"
39567,"chinese-193"
39757,"arabic-046"
39757,"dakota-009"
39757,"western-Pup"
39794,"western-Vol"
39863,"korean-179"
39863,"western-Mon"
39906,"korean-167"
39953,"chinese-244"
39953,"egyptian-009"
39953,"korean-181"
39953,"tupi-004"
39953,"western-Vel"
40023,"chinese-088"
40167,"chinese-193"
40240,"chinese-088"
40526,"arabic-008"
40526,"egyptian-007"
40526,"korean-163"
40526,"romanian-Rac"
40526,"western-Cnc"
40702,"western-Cha"
40817,"chinese-071"
40843,"arabic-008"
40843,"western-Cnc"
40881,"chinese-088"
40888,"chinese-275"
41037,"arabic-046"
41037,"chinese-091"
41037,"egyptian-025"
41037,"korean-181"
41037,"tongan-005"
41037,"western-Car"
41039,"tupi-004"
41075,"korean-185"
41075,"western-Lyn"
41307,"korean-179"
41312,"chinese-071"
41312,"western-Vol"
41375,"chinese-261"
41377,"chinese-088"
41616,"tupi-004"
41704,"arabic-044"
41704,"chinese-153"
41704,"korean-229"
41704,"ojibwe-004"
41704,"romanian-UMa"
41704,"western-UMa"
41822,"chinese-007"
41822,"indian-N08"
41822,"japanese_moon_stations-23"
41822,"korean-176"
41909,"chinese-007"
41909,"japanese_moon_stations-23"
41909,"korean-176"
42008,"ojibwe-001"
42080,"korean-230"
42088,"tupi-004"
42133,"egyptian-028"
42201,"egyptian-028"
42312,"chinese-221"
42312,"korean-187"
42312,"tupi-004"
42313,"arabic-028"
42313,"chinese-013"
42313,"indian-N09"
42313,"japanese_moon_stations-24"
42313,"korean-183"
42313,"ojibwe-001"
42313,"western-Hya"
42402,"arabic-028"
42402,"chinese-013"
42402,"egyptian-007"
42402,"indian-N09"
42402,"japanese_moon_stations-24"
42402,"korean-183"
42402,"ojibwe-001"
42402,"western-Hya"
42515,"arabic-046"
42515,"chinese-221"
42515,"western-Pyx"
42516,"korean-177"
42527,"korean-230"
42527,"navajo-001"
42536,"western-Vel"
42556,"arabic_moon_stations-008"
42568,"western-Car"
42570,"chinese-244"
42570,"korean-181"
42628,"egyptian-028"
42673,"chinese-104"
42673,"egyptian-028"
42799,"arabic-028"
42799,"chinese-013"
42799,"indian-N09"
42799,"japanese_moon_stations-24"
42799,"korean-183"
42799,"ojibwe-001"
42799,"western-Hya"
42806,"arabic-008"
42806,"arabic_moon_stations-008"
42806,"chinese-007"
42806,"japanese_moon_stations-23"
42806,"korean-176"
42806,"romanian-Rac"
42806,"western-Cnc"
42828,"arabic-046"
42828,"chinese-221"
42828,"korean-187"
42828,"western-Pyx"
42834,"tupi-004"
42835,"chinese-261"
42884,"chinese-221"
42884,"tupi-004"
42911,"arabic-008"
42911,"arabic_moon_stations-008"
42911,"chinese-007"
42911,"indian-N08"
42911,"japanese_moon_stations-23"
42911,"korean-176"
42911,"romanian-Rac"
42911,"western-Cnc"
42913,"chinese-244"
42913,"egyptian-025"
42913,"korean-181"
42913,"tongan-005"
42913,"tupi-004"
42913,"western-Vel"
43012,"chinese-275"
43103,"arabic-008"
43103,"egyptian-014"
43103,"korean-175"
43103,"romanian-Rac"
43103,"western-Cnc"
43109,"arabic-028"
43109,"chinese-013"
43109,"indian-N09"
